"","pid","sex","dobm","doby","memorig","plbornc","race","paju","maju","lprnt","lnprnt","ch1bm","ch1by","scend","bwtgm","pagold","pargsc","magold","margsc","j1gold","j1rgsc","fsource","children","ssex2","ssex3","twin1","twin2","twin3","age"
"1047",13353233,"female","september",1936,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,73
"1048",13355473,"female","april",1949,"original sample",-8,"white","father deceased","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","not applicable","inapplicable","foreman,technicians","skilled manual","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,60
"1049",13357743,"female","july",1963,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,17,"not applicable","foreman,technicians","skilled manual","agricultural workers","partly skilled occ","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,46
"1050",13358863,"female","april",1951,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,18,"not applicable","sml props w/o employees","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,58
"1051",13361104,"female","february",1958,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,51
"1052",13363336,"female","march",1954,"original sample",-8,"white","father deceased","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,55
"1053",13364456,"female","october",1962,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,18,"not applicable","service class,higher grade","professional occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,47
"1054",13366661,"female","june",1941,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,18,"not applicable","service class,higher grade","professional occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,1,NA,NA,NA,NA,68
"1055",13371177,"female","may",1942,"original sample",-8,"white","father not work","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,67
"1056",13372297,"female","february",1942,"original sample",-8,"white","father deceased","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,67
"1057",13375628,"female","october",1949,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,17,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,60
"1058",13380133,"female","december",1946,"original sample",-8,"white","father deceased","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","not applicable","inapplicable","agricultural workers","partly skilled occ","inapplicable","inapplicable","Wave 2",3,1,NA,NA,NA,NA,63
"1059",13381253,"female","january",1942,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,18,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,67
"1060",13382349,"female","october",1951,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,17,"not applicable","agricultural workers","partly skilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",4,1,NA,NA,NA,NA,58
"1061",13387979,"female","may",1959,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","service class,higher grade","managerial & technical occ","foreman,technicians","skilled non-manual","inapplicable","inapplicable","Wave 2",3,1,NA,NA,NA,NA,50
"1062",13395807,"female","june",1958,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","foreman,technicians","armed forces","service class,lower grade","managerial & technical occ","inapplicable","inapplicable","Wave 2",3,1,NA,NA,NA,NA,51
"1063",13396927,"female","june",1942,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","service class,higher grade","professional occ","foreman,technicians","managerial & technical occ","inapplicable","inapplicable","Wave 2",3,NA,1,NA,NA,NA,67
"1064",13408127,"female","december",1938,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","agricultural workers","partly skilled occ","semi,unskilled manual workers","unskilled occ","inapplicable","inapplicable","Wave 2",3,NA,NA,NA,NA,NA,71
"1065",13411446,"female","january",1935,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","sml props w employees","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,74
"1066",13418203,"female","september",1960,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,49
"1067",13422677,"female","march",1946,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","partly skilled occ","semi,unskilled manual workers","unskilled occ","inapplicable","inapplicable","Wave 2",3,1,1,NA,NA,NA,63
"1068",13423797,"female","january",1957,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","semi,unskilled manual workers","partly skilled occ","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,52
"1069",13427121,"female","march",1954,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","farmers,smallholders","managerial & technical occ","agricultural workers","partly skilled occ","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,55
"1070",13430513,"female","september",1946,"original sample",-8,"white","father deceased","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",4,1,1,NA,NA,NA,63
"1071",13440586,"female","august",1945,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","service class,lower grade","skilled non-manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,64
"1072",13442791,"female","july",1935,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,18,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",4,1,1,NA,NA,NA,74
"1073",13446169,"female","november",1958,"original sample",-8,"white","father deceased","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,NA,1,NA,NA,NA,51
"1074",13449516,"female","april",1936,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,73
"1075",13457381,"female","may",1944,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","foreman,technicians","skilled manual","foreman,technicians","skilled manual","inapplicable","inapplicable","Wave 2",3,1,NA,NA,NA,NA,65
"1076",13465228,"female","august",1942,"original sample",-8,"white","don't know","mother not work","not applicable",-8,"not applicable",-8,14,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,67
"1077",13468588,"female","march",1953,"original sample",79,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,20,"not applicable","foreman,technicians","armed forces","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,56
"1078",13469738,"female","july",1945,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,64
"1079",13476416,"female","january",1960,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,49
"1080",13479776,"female","december",1937,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","unskilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",5,NA,NA,NA,NA,NA,72
"1081",13486462,"female","may",1953,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","personal service workers","partly skilled occ","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,56
"1082",13493183,"female","december",1950,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","service class,higher grade","professional occ","semi,unskilled manual workers","partly skilled occ","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,59
"1083",13494333,"female","july",1949,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",5,1,NA,NA,NA,NA,60
"1084",13495453,"female","december",1958,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,17,"not applicable","sml props w/o employees","skilled non-manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,51
"1085",13498819,"female","april",1945,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","foreman,technicians","skilled non-manual","semi,unskilled manual workers","unskilled occ","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,64
"1086",13510002,"female","august",1938,"original sample",-8,"white","father deceased","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","not applicable","inapplicable","semi,unskilled manual workers","unskilled occ","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,71
"1087",13514458,"female","march",1950,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","service class,higher grade","managerial & technical occ","semi,unskilled manual workers","partly skilled occ","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,59
"1088",13515578,"female","april",1964,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","service class,lower grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,45
"1089",13522299,"female","august",1934,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","foreman,technicians","skilled non-manual","semi,unskilled manual workers","partly skilled occ","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,75
"1090",13523406,"female","april",1948,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,14,"not applicable","skilled manual workers","skilled manual","agricultural workers","partly skilled occ","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,61
"1091",13526804,"female","july",1960,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,1,1,2,NA,NA,49
"1092",13530151,"female","august",1960,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,49
"1093",13532367,"female","september",1956,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,18,"not applicable","service class,lower grade","skilled non-manual","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,53
"1094",13544713,"female","april",1952,"original sample",-8,"white","don't know","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","not applicable","inapplicable","semi,unskilled manual workers","partly skilled occ","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,57
"1095",13545833,"female","may",1958,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,51
"1096",13551396,"female","december",1963,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,17,"not applicable","sml props w employees","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",5,1,NA,NA,NA,NA,46
"1097",13555871,"female","july",1955,"original sample",-8,"white","inapplicable","mother deceased","not applicable",-8,"not applicable",-8,17,"not applicable","routine non-manual employees","skilled non-manual","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,54
"1098",13556991,"female","march",1958,"original sample",-8,"white","don't know","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","not applicable","inapplicable","routine non-manual employees","skilled non-manual","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,51
"1099",13559273,"female","december",1959,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,17,"not applicable","service class,lower grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,50
"1100",13560387,"female","may",1946,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,NA,NA,NA,NA,NA,63
"1101",13562592,"female","january",1956,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","sml props w employees","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,53
"1102",13563718,"female","may",1940,"original sample",-8,"white","inapplicable","mother deceased","not applicable",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,69
"1103",13568221,"female","september",1942,"original sample",-8,"white","inapplicable","don't know","not applicable",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,1,NA,NA,NA,NA,67
"1104",13569341,"female","may",1962,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","sml props w/o employees","skilled manual","service class,higher grade","professional occ","inapplicable","inapplicable","Wave 2",4,NA,1,NA,NA,NA,47
"1105",13570463,"female","august",1955,"original sample",6,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,14,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,54
"1106",13571559,"female","march",1934,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","service class,lower grade","managerial & technical occ","semi,unskilled manual workers","unskilled occ","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,75
"1107",13573799,"female","december",1960,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-9,"not applicable","foreman,technicians","skilled manual","foreman,technicians","skilled manual","inapplicable","inapplicable","Wave 2",4,1,1,NA,NA,NA,49
"1108",13580507,"female","march",1948,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,61
"1109",13581651,"female","october",1948,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,14,"not applicable","skilled manual workers","skilled manual","routine non-manual employees","skilled non-manual","inapplicable","inapplicable","Wave 2",4,1,NA,NA,NA,2,61
"1110",13583891,"female","march",1955,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","skilled manual","service class,lower grade","managerial & technical occ","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,54
"1111",13585029,"female","september",1963,"original sample",-8,"white","father deceased","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,NA,NA,NA,NA,NA,46
"1112",13586149,"female","february",1959,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","skilled manual workers","skilled manual","semi,unskilled manual workers","partly skilled occ","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,50
"1113",13587269,"female","june",1944,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,65
"1114",13588389,"female","april",1937,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,72
"1115",13593943,"female","march",1942,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,NA,NA,NA,NA,NA,67
"1116",13595091,"female","august",1947,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","sml props w/o employees","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,62
"1117",13597337,"female","march",1946,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","farmers,smallholders","managerial & technical occ","farmers,smallholders","managerial & technical occ","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,63
"1118",13598457,"female","october",1946,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,63
"1119",13601776,"female","may",1953,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,18,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,56
"1120",13602896,"female","december",1961,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","unskilled occ","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,48
"1121",13604015,"female","september",1957,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,52
"1122",13605178,"female","january",1942,"original sample",-8,"white","father deceased","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,67
"1123",13615211,"female","july",1937,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",4,1,1,NA,NA,NA,72
"1124",13615289,"female","august",1959,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,50
"1125",13618571,"female","march",1941,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","agricultural workers","partly skilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,68
"1126",13623052,"female","march",1953,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","partly skilled occ","personal service workers","managerial & technical occ","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,56
"1127",13624202,"female","january",1945,"original sample",-8,"white","father not work","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",4,NA,1,NA,NA,NA,64
"1128",13625322,"female","april",1952,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","skilled manual","skilled manual workers","skilled manual","inapplicable","inapplicable","Wave 2",3,1,1,NA,NA,NA,57
"1129",13626442,"female","july",1956,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","skilled manual","semi,unskilled manual workers","skilled non-manual","inapplicable","inapplicable","Wave 2",3,NA,NA,NA,NA,NA,53
"1130",13627562,"female","august",1947,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","semi,unskilled manual workers","unskilled occ","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,62
"1131",13634283,"female","july",1940,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,69
"1132",13636529,"female","september",1959,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","service class,lower grade","skilled non-manual","personal service workers","managerial & technical occ","inapplicable","inapplicable","Wave 2",3,1,NA,NA,NA,NA,50
"1133",13637606,"female","march",1938,"original sample",-8,"white","father deceased","mother not work","not applicable",-8,"not applicable",-8,17,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",4,NA,NA,NA,NA,NA,71
"1134",13644351,"female","july",1952,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","skilled manual","semi,unskilled manual workers","skilled manual","inapplicable","inapplicable","Wave 2",4,NA,1,NA,NA,NA,57
"1135",13648098,"female","february",1947,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,18,"not applicable","skilled manual workers","skilled manual","service class,lower grade","managerial & technical occ","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,62
"1136",13648802,"female","june",1948,"original sample",-8,"white","inapplicable","mother deceased","not applicable",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,NA,1,NA,NA,NA,61
"1137",13649957,"female","april",1952,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,57
"1138",13653318,"female","march",1946,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","foreman,technicians","skilled non-manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,63
"1139",13661159,"female","june",1962,"original sample",-8,"white","inapplicable","don't know","not applicable",-8,"not applicable",-8,16,"not applicable","service class,lower grade","skilled non-manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,NA,NA,NA,NA,NA,47
"1140",13665596,"female","july",1942,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","personal service workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,67
"1141",13666746,"female","september",1962,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,17,"not applicable","foreman,technicians","skilled manual","personal service workers","skilled non-manual","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,47
"1142",13671227,"female","may",1934,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","agricultural workers","partly skilled occ","agricultural workers","partly skilled occ","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,75
"1143",13675737,"female","november",1946,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,17,"not applicable","service class,higher grade","professional occ","service class,lower grade","managerial & technical occ","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,63
"1144",13677942,"female","december",1937,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","sml props w employees","managerial & technical occ","sml props w employees","managerial & technical occ","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,72
"1145",13679066,"female","august",1941,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,18,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,1,1,NA,NA,NA,68
"1146",13682423,"female","may",1956,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,53
"1147",13683543,"female","october",1963,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,18,"not applicable","routine non-manual employees","skilled non-manual","routine non-manual employees","skilled non-manual","inapplicable","inapplicable","From the panel",2,NA,NA,NA,NA,NA,46
"1148",13686879,"female","april",1948,"original sample",60,"other ethnic grp","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","farmers,smallholders","managerial & technical occ","sml props w/o employees","managerial & technical occ","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,61
"1149",13689118,"female","january",1940,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,69
"1150",13692496,"female","april",1946,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,17,"not applicable","semi,unskilled manual workers","unskilled occ","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,63
"1151",13702947,"female","january",1940,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",5,NA,1,NA,NA,NA,69
"1152",13704818,"female","august",1958,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,18,"not applicable","agricultural workers","skilled manual","routine non-manual employees","skilled non-manual","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,51
"1153",13707051,"female","april",1951,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","skilled manual","routine non-manual employees","skilled non-manual","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,58
"1154",13714899,"female","october",1948,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,17,"not applicable","skilled manual workers","skilled manual","skilled manual workers","skilled manual","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,61
